iter	Logloss
288	0.2220268239
289	0.221969755
290	0.2217998957
291	0.2217586919
292	0.2216241939
293	0.2215452473
294	0.2214124074
295	0.2212334364
296	0.2210679639
297	0.2209225199
298	0.2207994609
299	0.2205879589
300	0.2203902554
301	0.2202470287
302	0.2201044019
303	0.2199256746
304	0.2196649835
305	0.2195836729
306	0.219408743
307	0.2192518151
308	0.219063683
309	0.2188978003
310	0.2187840899
311	0.2186461642
312	0.218386351
313	0.2181813061
314	0.2180700433
315	0.2178577579
316	0.2175816435
317	0.2174158256
318	0.2172060098
319	0.217099867
320	0.2169082075
321	0.2167473087
322	0.2165917516
323	0.2164636288
324	0.216303659
325	0.2161757164
326	0.21602537
327	0.215817214
328	0.2156299896
329	0.2154493604
330	0.2152586872
331	0.215105504
332	0.2148810918
333	0.2147691105
334	0.2146092473
335	0.2145271232
336	0.214298545
337	0.2141773907
338	0.214150125
339	0.2138888206
340	0.2136437056
341	0.2134380607
342	0.2133226989
343	0.2130800265
344	0.2127886095
345	0.2125115131
346	0.212293811
347	0.2121222349
348	0.2119891048
349	0.2118232247
350	0.2116931369
351	0.2115223477
352	0.2113311152
353	0.2111577454
354	0.2109506224
355	0.2107818915
356	0.2106630316
357	0.2104914374
358	0.2101997955
359	0.2099334252
360	0.2097522613
361	0.2096513638
362	0.2094577672
363	0.2092940131
364	0.2091181186
365	0.2089537402
366	0.2087962034
367	0.2085740109
368	0.2083767181
369	0.2082631874
370	0.2081797368
371	0.2080033834
372	0.2078462833
373	0.2075891077
374	0.2074332585
375	0.2072974731
376	0.2072089906
377	0.2069814788
378	0.2067435068
379	0.2065274741
380	0.2063212605
381	0.2061270779
382	0.2058769514
383	0.2056721913
384	0.2054534717
385	0.2052809166
386	0.2051970254
387	0.2049637218
388	0.20489015
389	0.2047716837
390	0.2045820417
391	0.2044155745
392	0.2043775363
393	0.2041426747
394	0.2039526983
395	0.2037622175
396	0.2035775726
397	0.2033991776
398	0.2033255448
399	0.2031890017
400	0.2030379699
401	0.2028603377
402	0.2026187723
403	0.2024187386
404	0.2022888961
405	0.2022534074
406	0.2020711864
407	0.2018789712
408	0.2017578139
409	0.201612772
410	0.2015953504
411	0.2014186891
412	0.2013665797
413	0.2011896627
414	0.2011652106
415	0.2009824151
416	0.2007959641
417	0.2005557718
418	0.2003670487
419	0.2001523205
420	0.199967425
421	0.1997723272
422	0.1995887518
423	0.1995622994
424	0.1993786712
425	0.1991714687
426	0.1990123331
427	0.1989284431
428	0.1987882189
429	0.1987744624
430	0.1986445452
431	0.1984609614
432	0.1983345129
433	0.1981559498
434	0.197942723
435	0.1978058868
436	0.197680158
437	0.1975133153
438	0.1974105915
439	0.1972598218
440	0.1970827257
441	0.1969624545
442	0.1967978883
443	0.1967178983
444	0.1964865828
445	0.1963004488
446	0.1960794883
447	0.1958955476
448	0.1957543145
449	0.1955471191
450	0.1955338757
451	0.1953680883
452	0.1952399095
453	0.1952273873
454	0.195060458
455	0.1949487815
456	0.1947930684
457	0.1946212313
458	0.1945202444
459	0.1943418772
460	0.1941031679
461	0.1939678986
462	0.1938630269
463	0.193724957
464	0.19352089
465	0.193398891
466	0.193203023
467	0.1930700319
468	0.1930583107
469	0.1929019111
470	0.1926921989
471	0.1925247002
472	0.1925136943
473	0.1923292041
474	0.1921927282
475	0.1921781059
476	0.1921661855
477	0.1921575152
478	0.1921492538
479	0.1921397592
480	0.1920000294
481	0.1918341439
482	0.1917372757
483	0.1917247513
484	0.1917158806
485	0.1915560245
486	0.1913527354
487	0.1913225433
488	0.1913127258
489	0.1913011581
490	0.19119624
491	0.1910676818
492	0.1909678248
493	0.1907562876
494	0.1906103144
495	0.1904881545
496	0.1904073172
497	0.1903378538
498	0.1902275312
499	0.1901246566
500	0.1899975021
501	0.1899119547
502	0.1898129148
503	0.1897167286
504	0.1896124179
505	0.1894397804
506	0.1893482524
507	0.1892860336
508	0.1891307749
509	0.1891075578
510	0.1889441974
511	0.1888533941
512	0.1887519207
513	0.1885664346
514	0.1884001785
515	0.1883107702
516	0.1882256025
517	0.1880703384
518	0.187971671
519	0.1878533725
520	0.1877431546
521	0.1875705462
522	0.1874263322
523	0.1873235715
524	0.187128669
525	0.1870108373
526	0.1868918865
527	0.1868070922
528	0.1866351596
529	0.1864848481
530	0.1863886227
531	0.1862080495
532	0.1861450822
533	0.1859706398
534	0.185859227
535	0.18573426
536	0.1855499925
537	0.1853868926
538	0.1852492939
539	0.1850500112
540	0.1849045067
541	0.1847333352
542	0.1845843783
543	0.1843983883
544	0.1842266625
545	0.1840088155
546	0.1839190459
547	0.1838624181
548	0.1837724482
549	0.1835817105
550	0.1833718809
551	0.1832544357
552	0.1832143426
553	0.1830085199
554	0.1829133346
555	0.1827738166
556	0.1826269936
557	0.1824743885
558	0.1823377242
559	0.1821490334
560	0.1819987717
561	0.1818237058
562	0.1816939641
563	0.1815818429
564	0.1814778867
565	0.1814325916
566	0.1813236747
567	0.1812138213
568	0.1810364905
569	0.1808539208
570	0.1806701303
571	0.180583288
572	0.1805667419
573	0.1803865986
574	0.1802629398
575	0.1801774983
576	0.1800514606
577	0.1800148873
578	0.1798646118
579	0.1797573805
580	0.1796260427
581	0.1795508875
582	0.1794235064
583	0.1792830314
584	0.1791483177
585	0.1789910724
586	0.1789750344
587	0.1787826399
588	0.1786451069
589	0.1784797642
590	0.1784324628
591	0.1782957376
592	0.1781246867
593	0.1779680407
594	0.1778298455
595	0.1777092402
596	0.1775504844
597	0.1773847121
598	0.1772006484
599	0.1770754361
600	0.1769739922
601	0.1768432439
602	0.1767335123
603	0.1766080458
604	0.1765671876
605	0.1765134623
606	0.1763619147
607	0.1762294555
608	0.1761639906
609	0.1760563661
610	0.1759829199
611	0.1759185782
612	0.1757658903
613	0.1756423692
614	0.1755200602
615	0.1753694549
616	0.1752712299
617	0.1751593033
618	0.1749884854
619	0.174970058
620	0.1748409732
621	0.174760862
622	0.1746176988
623	0.1744331741
624	0.1742926162
625	0.174146151
626	0.1740446632
627	0.1738858566
628	0.1737454478
629	0.1736013298
630	0.1735227686
631	0.1734070499
632	0.1732846905
633	0.1731992189
634	0.1730176933
635	0.1728530894
636	0.1728361048
637	0.1726915205
638	0.1725576043
639	0.172435739
640	0.1723772695
641	0.1722942655
642	0.1721973271
643	0.1720542582
644	0.1719167493
645	0.1717855756
646	0.171761199
647	0.1715817399
648	0.1715093488
649	0.1713451331
650	0.1712061825
651	0.1710552109
652	0.1708835234
653	0.1707617253
654	0.1705867135
655	0.1704775251
656	0.1704348062
657	0.1703395006
658	0.1702859386
659	0.170158271
660	0.1700268714
661	0.1699376696
662	0.1697911663
663	0.1697657106
664	0.1696811573
665	0.1696092368
666	0.1694683983
667	0.1693439721
668	0.1691910161
669	0.1690796731
670	0.1689166487
671	0.1687777642
672	0.1686871622
673	0.1686017429
674	0.1684781128
675	0.168310974
676	0.1681633403
677	0.1680164107
678	0.1678985054
679	0.1677794927
680	0.1676213677
681	0.1674956933
682	0.1673680625
683	0.1672064524
684	0.1671047082
685	0.1669979616
686	0.1668245755
687	0.1666847766
688	0.1666151077
689	0.1664733902
690	0.1664057614
691	0.1662686792
692	0.166115757
693	0.1659786134
694	0.1659604669
695	0.16584572
696	0.1657560366
697	0.1655879204
698	0.1654594394
699	0.1654026047
700	0.1653321728
701	0.165232815
702	0.1651306979
703	0.1650263692
704	0.164849195
705	0.164761769
706	0.1646333
707	0.1645121926
708	0.1643796011
709	0.1642545502
710	0.1641406794
711	0.1640506739
712	0.1639263703
713	0.1637588186
714	0.1636094133
715	0.1634934325
716	0.1633208159
717	0.1632860615
718	0.1631847635
719	0.1631118474
720	0.1630014408
721	0.1628439137
722	0.1627164008
723	0.1625820713
724	0.162462405
725	0.1624382931
726	0.1622977652
727	0.162200521
728	0.1619922145
729	0.1619064282
730	0.1617526017
731	0.1616101675
732	0.1615131415
733	0.1614344613
734	0.1612264327
735	0.1611383293
736	0.1609683282
737	0.1608505679
738	0.1608106304
739	0.1606687706
740	0.1606096258
741	0.1604420157
742	0.1602854938
743	0.1602250986
744	0.1601182338
745	0.1599645252
746	0.1598496313
747	0.1596980036
748	0.1595142638
749	0.1593687361
750	0.159240559
751	0.159092168
752	0.158986577
753	0.1588563069
754	0.1586816152
755	0.1585122359
756	0.1583885941
757	0.1581981462
758	0.1581010109
759	0.1579696529
760	0.1578602558
761	0.1578092413
762	0.1576960404
763	0.1575582565
764	0.1575349472
765	0.1574278433
766	0.1572676348
767	0.1572028128
768	0.1570779869
769	0.1568812166
770	0.1567255512
771	0.1567046298
772	0.1565541408
773	0.1564061863
774	0.1562702661
775	0.1561601456
776	0.1559966269
777	0.1558369503
778	0.155678441
779	0.1555823322
780	0.155448961
781	0.1553500773
782	0.1552617464
783	0.1551987682
784	0.1550886358
785	0.1550563899
786	0.154874399
787	0.1547415224
788	0.1546846623
789	0.1545892382
790	0.1544856096
791	0.1543638676
792	0.1543333973
793	0.154231458
794	0.1540797404
795	0.1540331307
796	0.1539005936
797	0.1538742652
798	0.1537899193
799	0.1537350101
800	0.15361953
801	0.1534925874
802	0.1534030591
803	0.1532540674
804	0.1531556455
805	0.1530603009
806	0.1529724522
807	0.1528477245
808	0.1527001664
809	0.1525647007
810	0.1524394423
811	0.1523105188
812	0.1521689002
813	0.1520611763
814	0.1519656149
815	0.1518686708
816	0.1518204014
817	0.1517174358
818	0.1516577432
819	0.151530539
820	0.1514204611
821	0.1513021088
822	0.1511877481
823	0.1511593761
824	0.1510633927
825	0.1509518107
826	0.1507947733
827	0.1506825857
828	0.150583891
829	0.1504927866
830	0.150380958
831	0.1502484624
832	0.1500495733
833	0.1499644333
834	0.1499083268
835	0.1498040236
836	0.1497270137
837	0.1495830938
838	0.1494764451
839	0.1493851381
840	0.1492917068
841	0.1492001923
842	0.1491364654
843	0.1490628789
844	0.1489412549
845	0.1488113604
846	0.1487011546
847	0.1485665116
848	0.1484187023
849	0.1482913675
850	0.14817001
851	0.1480080638
852	0.1478973478
853	0.1477803407
854	0.147754084
855	0.1476746415
856	0.1475536978
857	0.1474599148
858	0.147339098
859	0.147272246
860	0.1471372408
861	0.1470259452
862	0.1469363428
863	0.1468107406
864	0.146680787
865	0.1466589873
866	0.1465140165
867	0.1464368331
868	0.1463273934
869	0.1461605858
870	0.1460424699
871	0.1459480374
872	0.1458427412
873	0.1457627964
874	0.1456031778
875	0.1455486777
876	0.1454017518
877	0.1452913636
878	0.1451670065
879	0.1450544003
880	0.1449211783
881	0.1447773317
882	0.1446710022
883	0.1446480307
884	0.1445619983
885	0.144349537
886	0.1442792449
887	0.1441661078
888	0.1440189219
889	0.1438720841
890	0.143855924
891	0.1437047034
892	0.1436195481
893	0.1435850408
894	0.143490925
895	0.1434227424
896	0.1434020105
897	0.1433257224
898	0.1431975012
899	0.1431224511
900	0.1430085801
901	0.1429232795
902	0.1428198664
903	0.1427408993
904	0.1426626102
905	0.1424632104
906	0.1424194866
907	0.1423516536
908	0.1422762831
909	0.1422123033
910	0.1421488514
911	0.1420744299
912	0.1420242876
913	0.1419064057
914	0.1418330017
915	0.1417223517
916	0.1416511848
917	0.1415680901
918	0.1415299662
919	0.1413973598
920	0.1413050279
921	0.1412461728
922	0.1411547831
923	0.1410329287
924	0.1409395028
925	0.1408704879
926	0.1407546348
927	0.1406316782
928	0.1405473998
929	0.1404282686
930	0.1403659318
931	0.1402315475
932	0.1401280034
933	0.1400443465
934	0.1399113853
935	0.1397896262
936	0.1396639626
937	0.1395650998
938	0.1395217389
939	0.1393449644
940	0.1392781023
941	0.139152543
942	0.1391382186
943	0.1391327901
944	0.1390546891
945	0.1389728985
946	0.1389685116
947	0.1388924326
948	0.1388069316
949	0.1387115653
950	0.1387073263
951	0.1385599024
952	0.1385540331
953	0.1384605424
954	0.1383767592
955	0.1382711302
956	0.138262697
957	0.1381604022
958	0.1380767209
959	0.1379872364
960	0.1379040911
961	0.1378906641
962	0.1377371138
963	0.1376614169
964	0.1376571863
965	0.1376509683
966	0.1375860727
967	0.1374779705
968	0.1374150522
969	0.1373463581
970	0.1372541115
971	0.1371932126
972	0.1371351262
973	0.1370769983
974	0.1369537618
975	0.136915262
976	0.1368502839
977	0.1367563045
978	0.136634436
979	0.1365040294
980	0.1364254869
981	0.1363352241
982	0.1362524054
983	0.1361492483
984	0.136033302
985	0.1358988199
986	0.1358342356
987	0.1357890234
988	0.135716235
989	0.1356771307
990	0.1355793163
991	0.1355038714
992	0.1354176585
993	0.1353251453
994	0.1352729121
995	0.1351956446
996	0.1351395403
997	0.135023522
998	0.1349349113
999	0.1348547911
